judet,nume,xy,vaci,oi,capre,porci,oameni
Dambovita,Mogosani,"532225,353608",119,0,0,281,1803
Dambovita,Chirca,"530620,353846",28,92,159,52,171
Dambovita,Cojocaru,"530370,355057",41,0,0,90,834
Dambovita,Merii,"528878,355001",48,0,0,174,810
Dambovita,Zavoiu,"532105,351218",113,1,0,333,1076
Dambovita,Moroeni,"534449,412796",642,1750,100,106,1718
Dambovita,Glod,"535439,415820",69,91,0,5,1276
Dambovita,Lunca,"534958,411216",95,200,68,30,1320
Dambovita,Pucheni,"534156,414165",38,0,5,92,531
Dambovita,Morteni,"518919,351694",369,730,236,416,2664
Dambovita,Neajlovu,"521193,351050",61,212,33,84,544
Dambovita,Nucet,"543429,364659",343,952,276,199,2331
Dambovita,Cazaci,"543976,366971",98,111,77,210,1551
Dambovita,Ilfoveni,"544587,369870",26,0,0,98,523
Dambovita,Ocnita,"543979,387925",325,1614,631,329,4378
Dambovita,Odobesti,"544529,346238",89,0,77,246,1719
Dambovita,Brancoveanu,"542852,345439",88,0,0,136,800
Dambovita,Crovu,"542768,343401",61,0,0,121,1295
Dambovita,Miulesti,"541051,344582",69,56,120,68,548
Dambovita,Zidurile,"544186,342555",68,3,15,169,1016
Dambovita,Pietrosita,"534945,410048",341,717,25,77,2443
Dambovita,Dealu Frumos,"532584,409596",258,2,121,3,1041
Dambovita,Poiana,"554001,341062",219,929,383,1317,3855
Dambovita,Poienita,"553868,342535",14,0,10,55,265
Dambovita,Potlogi,"547014,340226",183,1961,109,680,3073
Dambovita,Pitaru,"546529,343555",47,525,184,151,1059
Dambovita,Podu Cristinii,"548472,341105",13,2,3,19,221
Dambovita,Romanesti,"549954,340536",29,453,350,168,3103
Dambovita,Vlasceni,"547747,342964",64,43,224,250,1066
Dambovita,Produlesti,"540964,356583",88,11,151,360,1468
Dambovita,Brosteni,"540485,357948",23,34,71,122,1252
Dambovita,Costestii din Deal,"538924,353583",31,0,0,152,1031
Dambovita,Pucheni,"522077,409475",665,287,0,370,1631
Dambovita,Bradatel,"523258,409619",17,5,0,15,65
Dambovita,Meisoare,"520505,410913",74,20,0,19,217
Dambovita,Valea Larga,"519964,406910",78,361,0,34,299
Dambovita,Varfureni,"520347,408797",55,11,25,29,116
Dambovita,Racari,"559181,347511",65,38,32,359,2255
Dambovita,Balanesti,"559534,353597",23,287,3,107,215
Dambovita,Colacu,"560367,352373",102,16,4,315,1094
Dambovita,Ghergani,"557542,348679",68,51,19,89,823
Dambovita,Ghimpati,"563180,350836",98,457,79,216,983
Dambovita,Mavrodin,"557085,350148",24,227,32,120,1109
Dambovita,Sabiesti,"560348,353971",43,0,2,293,534
Dambovita,Stanesti,"558273,354181",28,89,9,110,241
Dambovita,Runcu,"530577,408778",225,455,71,44,1001
Dambovita,Badeni,"531762,405921",76,89,12,30,1080
Dambovita,Brebu,"526967,410082",397,867,0,34,709
Dambovita,Ferestre,"531208,409172",172,422,6,34,560
Dambovita,Piatra,"531221,407523",106,67,51,38,533
Dambovita,Silistea,"530571,410215",114,459,14,86,831
Dambovita,Banesti,"545650,359612",37,2,92,84,316
Dambovita,Catunu,"540177,359782",9,0,0,10,180
Dambovita,Cuza Voda,"547683,360029",36,5,13,52,403
Dambovita,Ghinesti,"543934,360994",85,137,113,112,1106
Dambovita,Mircea Voda,"546725,363124",50,26,136,106,839
Dambovita,Moara Noua,"548068,356791",1,0,75,7,26
Dambovita,Movila,"545425,363236",13,862,104,62,228
Dambovita,Podu Rizii,"546361,356495",86,359,142,250,844
Dambovita,Salcioara,"546556,357706",18,0,124,49,205
Dambovita,Selaru,"524356,329910",298,47,204,198,1359
Dambovita,Fierbinti,"522944,334189",537,637,916,432,1755
Dambovita,Glogoveanu,"527623,331686",128,180,161,155,908
Dambovita,Tatarani,"521685,389271",193,15,128,159,1282
Dambovita,Caprioru,"522246,386951",153,18,66,200,1633
Dambovita,Gheboieni,"524265,387475",150,228,117,216,1597
Dambovita,Priboiu,"520389,392245",228,77,116,180,1083
Dambovita,Uliesti,"534072,343275",52,0,39,149,631
Dambovita,Croitori,"532954,341749",120,6,6,278,1022
Dambovita,Hanu lui Pala,"530760,338812",73,0,133,153,356
Dambovita,Jugureni,"532205,347091",65,0,246,224,697
Dambovita,Manastioara,"533865,345928",64,0,0,218,739
Dambovita,Ragu,"532007,344272",122,0,0,233,872
Dambovita,Stavropolia,"531306,348782",10,0,0,52,194
Dambovita,Valea Lunga-Cricov,"546451,396296",15,8,0,6,348
Dambovita,Bacesti,"545407,397891",15,0,0,3,212
Dambovita,Izvoru,"542257,397481",96,89,2,20,513
Dambovita,Mosia Mica,"543485,396585",24,20,0,3,169
Dambovita,Serbaneasa,"545906,397621",87,209,7,8,369
Dambovita,Stubeie Tisa,"541014,396464",73,20,45,15,527
Dambovita,Valea lui Dan,"546767,397958",38,89,12,12,437
Dambovita,Valea Lunga Gorgota,"544206,396211",75,102,0,33,763
Dambovita,Valea Lunga Ogrea,"546638,395686",131,296,57,21,1430
Dambovita,Valea Mare,"548126,395665",58,32,12,23,573
Dambovita,Valea Mare,"518986,364419",33,4,10,51,951
Dambovita,Feteni,"517597,363760",11,1,2,10,137
Dambovita,Girleni,"520526,366680",19,1,2,14,259
Dambovita,Livezile,"519895,364271",26,9,15,22,404
Dambovita,Saru,"516887,367127",15,0,255,16,169
Dambovita,Stratonesti,"515928,368946",2,0,0,4,42
Dambovita,Valea Caselor,"519608,366738",38,9,0,63,669
Dambovita,Vacaresti,"538667,373128",439,992,56,387,3025
Dambovita,Bratestii de Jos,"542361,369096",154,49,7,104,627
Dambovita,Bungetu,"542684,371597",218,59,0,294,1335
Dambovita,Persinari,"539591,366979",169,256,147,453,2938
Dambovita,Valeni-Dimbovita,"513844,407224",672,707,4,386,2818
Dambovita,Mesteacan,"514036,409649",94,58,0,76,381
Dambovita,Visina,"526572,343462",323,130,272,389,3304
Dambovita,Brosteni,"527769,345172",51,0,0,97,619
Dambovita,Izvoru,"529809,345484",152,115,31,78,654
Dambovita,Rascaeti,"521500,343599",288,6,88,399,2232
Dambovita,Vultureanca,"519317,344790",52,0,0,79,207
Dambovita,Visinesti,"543762,401326",241,489,18,40,1164
Dambovita,Dospinesti,"544841,400275",9,0,0,0,122
Dambovita,Sultanu,"546397,401255",122,175,79,9,411
Dambovita,Urseiu,"544404,403297",346,1210,73,30,915
Dambovita,Virfuri,"540678,399922",35,174,1,12,409
Dambovita,Cirlanesti,"539047,399035",83,288,7,2,394
Dambovita,Cojoiu,"541700,401518",17,5,0,2,124
Dambovita,Merisoru,"541875,399727",27,115,99,2,207
Dambovita,Statesti,"538904,399739",55,30,19,43,367
Dambovita,Suvita,"540106,398266",51,21,9,44,471
Dambovita,Ulmetu,"538002,399101",47,156,6,9,335
Dambovita,Voinesti,"519709,396709",161,105,99,187,1721
Dambovita,Gemenea Bratulesti,"518280,400943",299,731,0,183,1245
Dambovita,Izvoarele,"522487,393823",37,2,0,35,716
Dambovita,Lunca,"521247,394105",8,0,0,16,166
Dambovita,Manga,"521848,396660",82,57,36,71,744
Dambovita,Minjina,"522013,395540",13,3,0,20,202
Dambovita,Oncesti,"516905,401017",249,599,117,140,910
Dambovita,Suduleni,"522296,394554",46,4,45,53,780
Dambovita,Vulcana-Bai,"530007,397128",460,88,68,381,1528
Dambovita,Nicolaesti,"530140,397750",7,0,0,9,107
Dambovita,Vulcana de Sus,"528287,400186",379,296,81,203,1433
Dolj,Craiova,"404216,313868",1272,461,546,1303,299122
Dolj,Facai,"405505,308850",401,100,7,37,1061
Dolj,Mofleni,"400604,312106",63,0,70,70,1745
Dolj,Popoveni,"402469,310499",57,0,157,35,1036
Dolj,Simnicu de Jos,"405758,318409",357,0,1,9,995
Dolj,Bucovat,"399035,311264",128,55,680,140,1395
Dolj,Carligei,"399667,310056",39,0,1,106,400
Dolj,Leamna de Jos,"397770,313144",20,0,63,39,332
Dolj,Leamna de Sus,"394588,312203",29,1,13,37,371
Dolj,Palilula,"397569,308476",123,781,699,177,908
Dolj,Sarbatoarea,"392104,311886",148,351,424,129,780
Dolj,Cernele,"399290,315619",157,67,41,47,2788
Dolj,Cernele de Sus,"399160,316113",38,0,27,23,864
Dolj,Izvoru Rece,"400253,318092",19,19,63,24,629
Dolj,Rovine,"397651,318725",293,63,45,78,655
Dolj,Isalnita,"399052,322320",99,20,38,431,4126
Dolj,Podari,"402327,306005",120,1034,892,22,3833
Dolj,Balta Verde,"404016,307648",21,0,0,0,450
Dolj,Braniste,"403098,308567",58,361,224,2,668
Dolj,Gura Vaii,"403615,301563",218,2,5,10,409
Dolj,Livezi,"402961,304181",119,217,173,0,878
Dolj,Simnicu de Sus,"403871,322082",25,4,11,58,232
Dolj,Albesti,"401411,320134",108,52,74,234,670
Dolj,Cornetu,"403549,327432",65,0,34,193,581
Dolj,Deleni,"403910,326412",44,0,41,59,142
Dolj,Dudovicesti,"402563,321289",62,0,53,151,385
Dolj,Dutulesti,"402516,329650",35,0,29,117,259
Dolj,Floresti,"403734,322494",57,0,3,91,410
Dolj,Izvor,"404076,325527",149,354,219,248,452
Dolj,Jieni,"404021,320482",4,0,14,16,51
Dolj,Lesile,"402855,325970",108,0,0,134,372
Dolj,Milesti,"403080,328512",68,128,28,324,651
Dolj,Romanesti,"402835,322334",27,0,0,60,149
Dolj,Bailesti,"366939,281450",439,2247,3274,2892,21696
Dolj,Balasan,"360376,282209",64,185,195,204,648
Dolj,Calafat,"333810,278820",141,1530,1555,299,15853
Dolj,Basarabi,"339807,280359",45,262,169,383,1330
Dolj,Ciupercenii Vechi,"330422,273873",73,529,491,452,2577
Dolj,Golenti,"343648,281077",14,208,165,207,685
Dolj,Filiasi,"382298,340316",408,669,458,649,13524
Dolj,Almajel,"387952,340528",4,0,0,0,117
Dolj,Balta,"378015,338435",54,0,112,369,1203
Dolj,Braniste,"385105,345866",6,0,0,26,112
Dolj,Fratostita,"386110,343962",262,0,654,800,2381
Dolj,Racarii de Sus,"384974,338279",58,0,0,438,1187
Dolj,Uscaci,"387570,346353",82,0,26,37,168
Dolj,Segarcea,"398923,289034",71,1247,1933,1860,8581
Dolj,Afumati,"377314,279358",281,650,1230,510,1484
Dolj,Boureni,"374006,280750",152,109,97,442,1372
Dolj,Covei,"372977,276112",140,307,563,288,699
Dolj,Almaj,"396753,328232",11,0,26,104,597
Dolj,Beharca,"394915,328152",23,0,0,94,371
Dolj,Bogea,"396661,326835",20,0,7,136,677
Dolj,Cotofenii din Fata,"392761,329734",97,0,101,209,1499
Dolj,Mosneni,"396278,329761",37,1,75,82,356
Dolj,Sitoaia,"397911,325489",30,0,0,161,726
Dolj,Amarastii de Jos,"432966,273061",194,2780,1323,1439,3388
Dolj,Ocolna,"430636,264685",3,0,0,92,885
Dolj,Prapor,"433524,271981",57,851,211,332,1789
Dolj,Amarastii de Sus,"432144,275895",119,422,469,185,1159
Dolj,Dobrotesti,"429461,273862",88,404,230,196,1392
Dolj,Nisipuri,"430167,275205",51,557,214,187,733
Dolj,Zvorsca,"433774,277192",116,859,612,271,721
Dolj,Apele Vii,"424929,285598",140,873,558,634,2577
Dolj,Argetoaia,"370632,336323",182,2,253,479,1633
Dolj,Baranu,"371316,334254",28,0,34,65,121
Dolj,Berbesu,"368362,335172",39,0,0,36,133
Dolj,Iordachesti,"369672,335315",45,0,0,27,104
Dolj,Leordoasa,"373466,335770",90,0,64,198,463
Dolj,Malumnic,"365967,336671",49,0,0,35,161
Dolj,Novac,"370379,334446",51,0,0,55,177
Dolj,Piria,"365515,335479",163,0,198,125,448
Dolj,Poiana Fantinii,"369714,336225",56,29,199,132,208
Dolj,Salcia,"376008,332507",138,0,228,430,1427
Dolj,Teascu din Deal,"371578,337313",26,0,120,40,92
Dolj,Ursoaia,"372683,338267",18,0,63,27,49
Dolj,Bechet,"415891,254200",237,1796,317,82,3943
Dolj,Bistret,"379191,266887",455,2337,955,1290,2609
Dolj,Bistretu Nou,"376817,267916",125,527,340,473,948
Dolj,Brandusa,"384337,269688",9,71,32,56,191
Dolj,Plosca,"383384,267201",120,334,162,446,971
Dolj,Birca,"388712,275333",183,2542,1283,1209,4695
Dolj,Botosesti-Paia,"361246,324133",143,1170,617,273,1147
Dolj,Brabova,"374107,319845",127,418,313,102,733
Dolj,Mosna,"369502,316557",57,447,264,87,296
Dolj,Rachita de Jos,"372397,317468",121,0,0,155,546
Dolj,Urdinita,"374218,322214",78,0,60,98,549
Dolj,Voita,"370578,319557",23,0,49,16,23
Dolj,Bradesti,"390721,332997",168,65,644,620,2152
Dolj,Bradestii Batrini,"393633,333621",6,0,396,129,573
Dolj,Meteu,"390619,338605",121,252,344,29,106
Dolj,Piscani,"388869,338964",78,70,106,31,102
Dolj,Racarii de Jos,"386449,337028",64,8,109,242,963
Dolj,Tatomiresti,"388059,336139",89,0,147,264,807
Dolj,Bralostita,"382348,334257",89,0,376,377,870
Dolj,Ciocanele,"376288,336026",23,0,19,89,324
Dolj,Racovita,"375198,336708",32,0,123,191,423
Dolj,Schitu,"380856,335428",36,0,20,184,498
Dolj,Sfarcea,"384010,332821",135,0,118,543,1130
Dolj,Valea Fintinilor,"379081,334650",75,0,118,218,627
Dolj,Bratovoesti,"411966,292576",129,227,51,300,1424
Dolj,Badosi,"410876,294736",121,114,5,230,1036
Dolj,Georocu Mare,"415753,291766",106,470,246,331,661
Dolj,Prunet,"412783,295324",19,10,3,372,708
Dolj,Rojiste,"414711,285751",203,125,497,365,1755
Dolj,Tamburesti,"414416,281417",198,1208,657,214,764
Dolj,Breasta,"395046,316687",119,19,281,329,2073
Dolj,Crovna,"392262,319317",43,0,105,69,167
Dolj,Faget,"389871,315534",22,291,99,0,66
Dolj,Obedin,"395234,319212",16,0,60,106,466
Dolj,Rosieni,"394064,315611",70,0,140,231,216
Dolj,Valea Lungului,"393393,317689",99,64,152,219,568
Dolj,Prejoi,"410321,342450",30,0,9,67,154
Dolj,Bulzesti,"411251,338445",103,119,289,185,275
Dolj,Fratila,"408697,347799",102,346,262,127,119
Dolj,Gura Racului,"411948,336652",1,0,65,0,426
Dolj,Infratirea,"409132,346445",0,0,2,0,245
Dolj,Piscu Lung,"411121,347087",18,0,0,10,41
Dolj,Poienile,"407626,348842",43,11,99,48,34
Dolj,Saliste,"409630,344760",80,483,50,57,250
Dolj,Seculesti,"410915,340379",71,0,222,122,436
Dolj,Stoicesti,"410612,348005",31,62,9,22,188
Dolj,Calopar,"400539,296863",136,280,454,208,1484
Dolj,Belcinu,"403125,292919",51,0,460,94,670
Dolj,Bazdana,"406666,295048",20,20,73,49,117
Dolj,Panaghia,"396048,297904",75,17,647,161,764
Dolj,Salcuta,"395866,296362",83,442,507,296,1045
Dolj,Caraula,"359873,300709",114,1407,2123,864,2742
Dolj,Carpen,"360808,316685",190,269,792,806,1173
Dolj,Cleanov,"356846,318559",217,2431,1779,1063,1833
Dolj,Geblesti,"364865,316441",12,0,0,112,202
Dolj,Castranova,"420860,291272",80,397,187,1074,2074
Dolj,Puturi,"420530,293624",93,271,126,790,1641
Dolj,Calarasi,"423119,255326",216,1859,1360,1983,4685
Dolj,Celaru,"430164,282848",118,1853,806,606,2214
Dolj,Ghizdavesti,"428294,284558",64,230,192,206,1114
Dolj,Marotinu de Jos,"431361,281589",61,494,398,242,721
Dolj,Marotinu de Sus,"426397,281082",57,89,172,191,760
Dolj,Soreni,"429829,283969",63,501,365,208,800
Dolj,Cerat,"393120,285460",219,590,460,1147,3768
Dolj,Cernatesti,"375068,328875",153,0,268,306,749
Dolj,Cornita,"379554,329160",35,1,71,76,392
Dolj,Rasnicu Batrin,"383197,326098",13,0,7,9,139
Dolj,Rasnicu Oghian,"382686,328052",127,102,250,87,560
Dolj,Tiu,"370831,328579",88,0,206,110,651
Dolj,Cetate,"343373,291894",276,5986,1611,1126,5499
Dolj,Moreni,"345514,289346",19,175,192,245,766
Dolj,Cioroiasi,"375579,288449",371,958,995,586,1312
Dolj,Cetatuia,"377137,291140",5,16,133,41,111
Dolj,Cioroiu Nou,"374126,286026",21,140,207,367,691
Dolj,Ciupercenii Noi,"334908,269844",338,2324,1813,2244,4849
Dolj,Cosoveni,"414743,305690",99,1552,1284,340,3436
Dolj,Carcea,"411744,308721",49,0,101,159,1777
Dolj,Cotofenii din Dos,"389378,327121",128,0,232,503,1262
Dolj,Mihaita,"393304,322246",47,22,154,257,934
Dolj,Potmeltu,"392180,324263",91,132,264,238,543
Dolj,Daneti,"423042,275430",187,3389,2084,1037,4645
Dolj,Brabeti,"420548,273916",61,630,632,381,1389
Dolj,Braniste,"420462,276281",12,311,408,88,800
Dolj,Locusteni,"419291,275440",6,18,68,144,800
Dolj,Dabuleni,"426605,256173",246,6304,2533,1352,14570
Dolj,Desa,"341309,265292",447,2717,2479,1737,4990
Dolj,Diosti,"434450,289952",112,485,514,392,1479
Dolj,Ciocanesti,"432775,295875",109,1218,8,317,944
Dolj,Radomir,"433207,291571",59,27,40,245,1159
Dolj,Dobresti,"415540,275231",121,431,208,161,439
Dolj,Caciulatesti,"415355,271443",96,225,107,205,659
Dolj,Georocel,"417076,276212",23,105,265,182,390
Dolj,Murta,"415463,276348",103,373,165,145,680
Dolj,Toceni,"415208,274390",125,458,204,243,711
Dolj,Dragotesti,"427706,305166",73,0,50,182,580
Dolj,Benesti,"427469,306954",50,60,139,234,435
Dolj,Bobeanu,"426057,308516",19,21,53,27,72
Dolj,Buzduc,"422703,306764",93,51,277,162,252
Dolj,Popanzalesti,"425408,309431",104,114,164,362,657
Dolj,Viisoara,"429046,304097",87,224,490,370,589
Dolj,Dranic,"407281,284559",95,497,423,431,1296
Dolj,Booveni,"406431,287212",232,601,549,262,464
Dolj,Foisor,"408705,290296",14,340,401,129,485
Dolj,Padea,"408956,280767",52,595,771,298,1151
Dolj,Farcas,"400100,345888",43,4,25,114,611
Dolj,Amarasti,"398634,343670",57,16,172,93,601
Dolj,Golumbelu,"399678,348232",84,9,110,57,212
Dolj,Golumbu,"400823,348949",73,190,53,81,594
Dolj,Moflesti,"400684,351801",70,3,20,68,380
Dolj,Nistoi,"399284,356319",104,0,5,9,205
Dolj,Plopu Amarasti,"399401,346359",94,0,65,54,118
Dolj,Putinei,"399713,352868",39,0,0,6,141
Dolj,Soceni,"400572,356571",36,2,61,75,471
Dolj,Talpas,"400223,354347",78,13,2,17,308
Dolj,Galicea Mare,"364200,290079",270,1961,2329,1515,5232
Dolj,Ghercesti,"411797,317879",320,4,216,303,877
Dolj,Garlesti,"413310,317208",119,0,18,89,455
Dolj,Luncsoru,"416280,323316",15,0,9,7,122
Dolj,Ungureni,"415450,323016",76,56,179,41,338
Dolj,Ungurenii Mici,"413376,324521",15,0,8,11,84
Dolj,Gighera,"403114,261495",153,708,269,240,1467
Dolj,Nedeia,"401281,261839",93,871,437,260,1380
Dolj,Zaval,"406573,261455",140,520,425,297,1151
Dolj,Giubega,"372457,293263",177,1591,2321,373,2666
Dolj,Galiciuica,"370768,290527",70,1252,1336,158,1879
Dolj,Giurgita,"389722,280632",89,807,303,696,2625
Dolj,Curmatura,"390466,279032",36,343,81,170,688
Dolj,Filaret,"389222,278836",10,2,2,7,57
Dolj,Gingiova,"408072,267123",148,1342,291,530,1828
Dolj,Comosteni,"408348,264417",103,976,265,540,1293
Dolj,Gogosu,"369475,326460",92,155,181,57,528
Dolj,Gogosita,"368853,323429",86,123,92,67,425
Dolj,Stefanel,"372974,326362",73,164,57,61,371
Dolj,Goicea,"388680,270520",85,2607,781,1084,3451
Dolj,Carca,"387240,266089",161,2071,634,453,1737
Dolj,Goiesti,"400916,332208",282,184,530,833,1122
Dolj,Adancata,"399447,332141",28,0,12,63,131
Dolj,Fantini,"401318,331171",17,6,0,93,220
Dolj,Malaesti,"399518,329979",65,58,22,204,606
Dolj,Mogosesti,"401842,330673",102,0,223,166,253
Dolj,Muereni,"400821,335331",49,334,0,77,159
Dolj,Pioresti,"399788,331679",62,0,37,114,238
Dolj,Pometesti,"398927,335297",99,376,70,200,293
Dolj,Popeasa,"399111,333531",46,0,347,71,182
Dolj,Tandara,"399284,332892",9,0,0,41,114
Dolj,Vladimir,"401357,334332",24,20,50,77,178
Dolj,Grecesti,"362738,328968",161,0,609,398,425
Dolj,Barboi,"366042,328737",70,0,504,267,541
Dolj,Busu,"358352,329412",256,687,454,602,610
Dolj,Busuletu,"360123,330686",95,0,0,215,43
Dolj,Izvoare,"363213,295657",43,987,671,379,1274
Dolj,Corlate,"365048,298876",16,80,51,126,530
Dolj,Domnu Tudor,"365030,294730",6,112,183,116,526
Dolj,Leu,"419872,299265",165,33,12,2412,4724
Dolj,Zanoaga,"427628,295403",152,347,225,1061,1508
Dolj,Lipovu,"390020,290172",126,674,877,723,3035
Dolj,Lipovu de Sus,"389480,292435",14,21,19,55,259
Dolj,Macesu de Jos,"396315,265036",315,2756,1273,990,1315
Dolj,Sapata,"392333,265468",14,267,280,242,451
Dolj,Macesu de Sus,"396141,269335",74,3140,1020,463,1980
Dolj,Maglavit,"347034,283058",162,1303,884,756,4369
Dolj,Hunia,"347159,285708",57,124,197,378,1899
Dolj,Malu Mare,"408409,304809",158,163,190,247,2135
Dolj,Ghindeni,"413671,301921",65,418,413,377,1929
Dolj,Preajba,"407891,307876",49,0,241,138,1030
Dolj,Melinesti,"397163,342141",86,109,130,330,810
Dolj,Bodaiesti,"395199,343811",62,0,37,106,429
Dolj,Bodaiestii de Sus,"392193,341780",32,0,35,90,321
Dolj,Godeni,"399526,339442",23,0,68,77,242
Dolj,Muierusu,"395703,341434",14,0,3,31,83
Dolj,Negoiesti,"398484,338101",266,428,1201,421,1483
Dolj,Odoleni,"394808,342387",18,0,0,85,173
Dolj,Ohaba,"393268,344322",36,0,11,76,478
Dolj,Plostina,"396817,338787",38,70,224,2,65
Dolj,Popesti,"395518,342073",16,0,0,9,32
Dolj,Spineni,"398848,340685",18,0,29,26,208
Dolj,Valea Mare,"395994,339635",26,0,4,15,22
Dolj,Valea Muierii de Jos,"394670,340626",39,0,0,51,285
Dolj,Mischii,"408344,322101",192,110,220,49,705
Dolj,Calinesti,"410331,328765",71,6,90,19,157
Dolj,Gogosesti,"411127,328930",20,0,5,5,71
Dolj,Mlecanesti,"409873,320302",178,54,269,99,603
Dolj,Motoci,"407573,325998",82,372,581,33,273
Dolj,Urechesti,"407396,324947",100,4,43,58,308
Dolj,Marsani,"421084,279530",169,2213,2378,1686,5449
Dolj,Motatei,"355618,290050",188,1451,1840,1876,6651
Dolj,Dobridor,"353007,292613",60,252,429,423,1020
Dolj,Motatei Gara,"354688,283703",64,52,874,277,930
Dolj,Balota de Jos,"405512,339268",99,556,261,78,383
Dolj,Balota de Sus,"403832,340787",78,396,540,50,411
Dolj,Busteni,"406995,337580",66,3,19,38,281
Dolj,Gaia,"407965,335744",142,60,268,109,441
Dolj,Murgasi,"409598,333917",106,15,89,65,659
Dolj,Picaturile,"410775,332698",42,0,61,41,181
Dolj,Rupturile,"405482,345363",72,0,12,31,170
Dolj,Velesti,"403559,345203",121,2,12,35,528
Dolj,Negoi,"368867,269525",124,1809,970,795,2351
Dolj,Catane,"372158,270816",80,820,328,346,1117
Dolj,Catanele Noi,"372269,272705",20,554,282,183,803
Dolj,Orodel,"359597,306488",59,465,551,787,1413
Dolj,Bechet,"363516,311912",30,331,345,137,123
Dolj,Calugarei,"360337,311963",113,927,815,519,845
Dolj,Cornu,"361788,305238",51,250,374,449,758
Dolj,Teiu,"363363,307352",8,0,166,177,292
Dolj,Ostroveni,"410829,257070",355,3536,555,1697,4583
Dolj,Listeava,"412859,259924",113,942,192,533,1612
Dolj,Perisor,"377584,294843",45,394,648,296,1743
Dolj,Maracinele,"380383,298150",36,205,319,117,322
Dolj,Pielesti,"415961,316069",754,772,755,655,2844
Dolj,Campeni,"421232,319093",99,65,204,116,992
Dolj,Langa,"417015,318462",42,0,117,14,33
Dolj,Piscu Vechi,"352058,268202",160,1967,2609,699,2637
Dolj,Ghidici,"354622,267325",95,892,1223,658,2388
Dolj,Pisculet,"350494,262926",82,727,1002,254,345
Dolj,Plenita,"354740,304057",149,1676,1576,671,4636
Dolj,Castrele Traiane,"350840,304887",31,138,98,120,1262
Dolj,Poiana Mare,"344177,270871",247,3980,2218,952,11149
Dolj,Tunarii Noi,"349796,271741",23,242,311,116,670
Dolj,Tunarii Vechi,"348249,269637",33,180,733,110,1546
Dolj,Predesti,"388474,318789",596,1891,1159,1332,2071
Dolj,Bucicani,"384937,316046",6,0,0,52,16
Dolj,Carstovani,"386212,317029",4,0,38,28,31
Dolj,Frasin,"379696,318675",43,123,168,100,161
Dolj,Milovan,"385179,318998",131,79,817,340,419
Dolj,Plesoi,"382686,317803",589,1581,1459,842,1163
Dolj,Predestii Mici,"387007,316898",1,2,0,10,17
Dolj,Radovan,"388075,296599",88,137,177,430,1002
Dolj,Fantinele,"387798,300151",10,90,49,55,194
Dolj,Intorsura,"385603,291246",101,527,354,568,1936
Dolj,Tirnava,"383585,298482",20,13,69,96,371
Dolj,Rast,"361648,266691",396,2276,1503,1352,3951
Dolj,Robanestii de Jos,"421283,312813",69,0,29,246,422
Dolj,Bojoiu,"422966,312259",90,3,38,282,210
Dolj,Golfin,"421601,310559",205,27,542,743,928
Dolj,Lacrita Mare,"419208,311006",190,34,464,634,626
Dolj,Lacrita Mica,"416867,311233",58,2,102,162,164
Dolj,Robanestii de Sus,"420515,314029",778,21,32,327,709
Dolj,Sadova,"415802,266943",386,2182,1669,1679,6517
Dolj,Salcuta,"374953,306116",23,391,257,150,764
Dolj,Marza,"377937,300679",0,0,60,52,543
Dolj,Plopsor,"372913,306778",7,0,0,129,828
Dolj,Tencanau,"378668,304217",44,0,180,168,600
Dolj,Scaesti,"386236,329827",130,147,345,485,1428
Dolj,Valea lui Patru,"381960,331322",80,4,155,223,995
Dolj,Seaca de Camp,"356586,271841",184,1437,1253,821,1119
Dolj,Piscu Nou,"353282,270972",98,383,586,317,1197
Dolj,Seaca de Padure,"364519,319863",68,1,192,201,699
Dolj,Rachita de Sus,"368757,319629",42,0,73,99,285
Dolj,Veleni,"364566,321666",101,138,342,124,721
Dolj,Secu,"363634,331916",134,0,180,191,565
Dolj,Comanicea,"366821,333071",72,0,74,95,394
Dolj,Smadovicioara de Secu,"361835,333738",222,9,43,159,349
Dolj,Sumandra,"363445,330761",34,0,31,60,120
Dolj,Silistea Crucii,"377929,283898",126,1124,282,385,2033
Dolj,Sopot,"379647,324740",101,0,58,170,692
Dolj,Bascov,"381711,322012",192,1382,392,174,424
Dolj,Belot,"383147,322742",100,392,238,98,399
Dolj,Cernat,"373962,323740",74,104,44,40,152
Dolj,Pereni,"384951,321809",43,0,0,24,74
Dolj,Pietroaia,"380536,320818",76,23,81,102,447
Dolj,Sarsca,"383704,319967",50,0,1,94,195
Dolj,Teasc,"408885,296688",166,241,359,878,1968
Dolj,Secui,"408814,299724",97,117,152,532,1506
Dolj,Terpezita,"380308,311508",142,2992,1280,244,1224
Dolj,Caruia,"384098,314128",10,0,176,0,278
Dolj,Caciulatu,"373626,313904",90,19,3,178,510
Dolj,Floran,"375066,313415",1,0,0,9,137
Dolj,Lazu,"383304,311675",26,4,46,46,169
Dolj,Teslui,"432447,300953",118,212,83,238,686
Dolj,Cosereni,"434977,299824",16,16,47,70,163
Dolj,Fantinele,"426982,300493",17,73,3,58,156
Dolj,Preajba de Jos,"435398,300742",32,7,9,145,234
Dolj,Preajba de Padure,"436887,299965",93,500,967,368,684
Dolj,Tartal,"429057,300369",54,927,14,159,313
Dolj,Urieni,"431587,302537",73,80,51,173,437
Dolj,Viisoara Mosneni,"431278,303747",46,136,230,152,327
Dolj,Tuglui,"404682,299300",178,422,341,238,2741
Dolj,Jiul,"406519,302126",36,291,81,96,247
