judet,nume,xy
AR,Chisindia,"276553,536559"
AR,Păiușeni,"276012,531799"
AR,Văsoaia,"273661,532377"
AR,Conop,"258969,516270"
AR,Belotinț,"263252,513078"
AR,Chelmac,"259118,513805"
AR,Milova,"252838,516740"
AR,Odvoș,"254563,517362"
AR,Covăsinț,"238434,528439"
AR,Craiva,"268252,569240"
AR,Chișlaca,"267112,566096"
AR,Ciuntești,"273441,573850"
AR,Coroi,"266629,570260"
AR,Mărăuș,"272815,570309"
AR,Rogoz de Beliu,"270623,571712"
AR,Stoinești,"272183,572404"
AR,Susag,"263832,572501"
AR,Șiad,"269411,571655"
AR,Tălmaci,"261785,572551"
AR,Dezna,"288103,548736"
AR,Buhani,"285219,548991"
AR,Laz,"288476,544815"
AR,Neagra,"285543,552089"
AR,Slatina de Criș,"287046,551787"
AR,Dieci,"288135,538817"
AR,Cociuba,"283188,538202"
AR,Crocna,"291782,539900"
AR,Revetiș,"284043,538639"
AR,Roșia,"284145,541326"
AR,Dorgoș,"255319,510475"
AR,Bruznic,"259271,502616"
AR,Pătârș,"256348,504548"
AR,Ususău,"253586,512782"
AR,Zăbalț,"261721,505514"
AR,Felnac,"202421,520259"
AR,Bodrogu Nou,"206382,521329"
AR,Călugăreni,"205320,521178"
AR,Zădăreni,"207878,521696"
AR,Ghioroc,"236708,522686"
AR,Cuvin,"237042,524525"
AR,Miniș,"237812,520740"
AR,Grăniceri,"216588,564342"
AR,Șiclău,"221292,560974"
AR,Gurahonț,"295182,533418"
AR,Bonțești,"292396,534048"
AR,Dulcele,"297423,542794"
AR,Feniș,"294630,536418"
AR,Honțișor,"294982,531568"
AR,Iosaș,"294720,534956"
AR,Mustești,"289147,529928"
AR,Pescari,"292919,536337"
AR,Valea Mare,"296766,539043"
AR,Zimbru,"299039,540645"
AR,Hălmagiu,"314911,532746"
AR,Bănești,"315652,534883"
AR,Bodești,"313571,535251"
AR,Brusturi,"318722,540978"
AR,Cristești,"314855,536290"
AR,Ionești,"311879,529447"
AR,Leasa,"310909,533513"
AR,Leștioara,"312195,533998"
AR,Poienari,"314790,528793"
AR,Tisa,"311053,531647"
AR,Țărmure,"311822,530246"
AR,Hălmăgel,"316800,532580"
AR,Luncșoara,"317358,538414"
AR,Sârbi,"318387,534804"
AR,Târnăvița,"318947,531065"
AR,Țohești,"316125,530436"
AR,Hășmaș,"275748,560128"
AR,Agrișu Mic,"274112,562855"
AR,Botfei,"274941,565331"
AR,Clit,"276961,561247"
AR,Comănești,"273246,560911"
AR,Urvișu de Beliu,"276522,562625"
AR,Ignești,"282443,549434"
AR,Minead,"283828,550165"
AR,Nădălbești,"284473,554277"
AR,Susani,"283309,554369"
AR,Iratoșu,"207963,541770"
AR,Variașu Mare,"205139,537772"
AR,Variașu Mic,"205999,539663"
AR,Macea,"216694,549399"
AR,Sânmartin,"219366,552747"
AR,Mișca,"239595,572578"
AR,Satu Nou,"247559,574454"
AR,Vânători,"245312,574757"
AR,Zerindu Mic,"242637,575544"
AR,Moneasa,"288949,554542"
AR,Rănușa,"289061,551542"
AR,Olari,"234326,548695"
AR,Sintea Mică,"239051,551580"
AR,Păuliș,"236876,518540"
AR,Barațca,"239731,517422"
AR,Cladova,"241690,520521"
AR,Sâmbăteni,"231754,521537"
AR,Pecica,"196381,525993"
AR,Bodrogu Vechi,"204618,522495"
AR,Sederhat,"203581,530952"
AR,Turnu,"201479,535908"
AR,Peregu Mare,"184498,534108"
AR,Peregu Mic,"187746,535766"
AR,Petriș,"298311,507821"
AR,Corbești,"298054,511722"
AR,Ilteu,"296128,504980"
AR,Obârșia,"302025,518292"
AR,Roșia Nouă,"298764,515505"
AR,Seliște,"297941,506600"
AR,Pilu,"220296,570492"
AR,Vărșand,"220118,575160"
AR,Pleșcuța,"301726,536560"
AR,Aciuța,"303713,535186"
AR,Budești,"303136,532062"
AR,Dumbrava,"302112,534082"
AR,Gura Văii,"299321,535817"
AR,Rostoci,"299626,535020"
AR,Tălagiu,"305333,533922"
AR,Săvârșin,"286008,505329"
AR,Căprioara,"289284,501512"
AR,Cuiaș,"290322,503391"
AR,Hălăliș,"283649,504938"
AR,Pârnești,"286881,511929"
AR,Temeșești,"289037,509292"
AR,Toc,"292442,504906"
AR,Troaș,"291116,514096"
AR,Valea Mare,"286110,502602"
AR,Secusigiu,"189563,517602"
AR,Munar,"192405,519135"
AR,Satu Mare,"187432,515303"
AR,Sânpetru German,"194730,520168"
AR,Seleuș,"247095,547748"
AR,Iermata,"251666,547719"
AR,Moroda,"251134,546204"
AR,Semlac,"185673,520550"
AR,Sintea Mare,"239611,563341"
AR,Adea,"238168,567332"
AR,Țipar,"241623,558339"
AR,Sântana,"231587,544198"
AR,Caporal Alexa,"237039,543212"
AR,Socodor,"226982,562815"
AR,Șagu,"212749,513497"
AR,Cruceni,"216644,514205"
AR,Firiteaz,"219227,508685"
AR,Fiscut,"221111,509711"
AR,Hunedoara Timișană,"215301,510051"
AR,Șeitin,"178895,520453"
AR,Șepreuș,"249725,568641"
AR,Șicula,"251022,553487"
AR,Chereluș,"247174,557324"
AR,Gurba,"253373,556954"
AR,Șilindia,"262662,542344"
AR,Camna,"265021,539152"
AR,Iercoșeni,"267556,543027"
AR,Luguzău,"264113,541385"
AR,Satu Mic,"261108,543616"
AR,Șimand,"227334,553217"
AR,Șiria,"241028,535427"
AR,Galșa,"242053,537453"
AR,Mâsca,"243682,538319"
AR,Șiștarovăț,"247862,506321"
AR,Cuveșdia,"242833,500058"
AR,Labașinț,"251283,500595"
AR,Varnița,"252959,507498"
AR,Tauț,"262305,536904"
AR,Minișel,"268479,533042"
AR,Minișu de Sus,"269578,535668"
AR,Nadăș,"264809,529505"
AR,Târnova,"253478,540177"
AR,Agrișu Mare,"250007,535379"
AR,Arăneag,"251645,533144"
AR,Chier,"255654,542891"
AR,Drauț,"254087,533884"
AR,Dud,"257977,537972"
AR,Vărădia de Mureș,"280049,504993"
AR,Baia,"281571,513963"
AR,Julița,"278361,508349"
AR,Lupești,"284908,511468"
AR,Nicolae Bălcescu,"275210,507844"
AR,Stejar,"279858,507759"
AR,Vinga,"207143,508748"
AR,Mailat,"198799,512021"
AR,Mănăștur,"200681,508323"
AR,Vârfurile,"309579,536913"
AR,Avram Iancu,"305458,541147"
AR,Groși,"311303,544329"
AR,Lazuri,"312189,540981"
AR,Măgulicea,"310183,539845"
AR,Mermești,"312375,537384"
AR,Poiana,"303286,543230"
AR,Vidra,"308492,539533"
AR,Zăbrani,"233770,513534"
AR,Chesinț,"235375,511213"
AR,Neudorf,"238527,513289"
AR,Zărand,"242562,550654"
AR,Cintei,"236197,555090"
AR,Zerind,"233324,575181"
AR,Iermata Neagră,"232021,576826"
AR,Zimandu Nou,"222681,537521"
AR,Andrei Șaguna,"222062,538329"
AR,Zimandcuz,"221213,534760"
AG,Pitești,"490227,373172"
AG,Bascov,"485503,377918"
AG,Brăileni,"481978,375845"
AG,Glâmbocu,"483615,377089"
AG,Mica,"480868,376102"
AG,Prislopu Mic,"479675,377368"
AG,Scheau,"484714,379183"
AG,Uiasca,"486079,375952"
AG,Valea Ursului,"481918,376618"
AG,Bradu,"491909,364457"
AG,Geamăna,"491387,368892"
AG,Mioveni,"495423,384333"
AG,Clucereasa,"495469,387239"
AG,Colibași,"492822,381712"
AG,Făgetu,"493210,378561"
AG,Racovița,"498093,385638"
AG,Mărăcineni,"490405,376638"
AG,Argeșelu,"489829,380823"
AG,Ștefănești,"496856,375025"
AG,Enculești,"495933,378286"
AG,Golești,"497257,371070"
AG,Izvorani,"495325,374814"
AG,Ștefăneștii Noi,"493790,374041"
AG,Valea Mare-Podgoria,"492585,376122"
AG,Viișoara,"496271,373040"
AG,Zăvoi,"491684,373220"
AG,Câmpulung,"504015,419727"
AG,Valea Rumâneștilor,"506112,418414"
AG,Valea Mare Pravăț,"507255,421299"
AG,Bilcești,"508391,420056"
AG,Colnic,"508529,418337"
AG,Fântânea,"508455,419347"
AG,Gura Pravăț,"510082,424967"
AG,Nămăești,"508899,422757"
AG,Pietroasa,"506662,420862"
AG,Șelari,"508029,420366"
AG,Curtea de Argeș,"474688,404747"
AG,Noapteș,"472648,400377"
AG,Costești,"490281,351347"
AG,Broșteni,"489475,357401"
AG,Lăceni,"490203,357395"
AG,Pârvu Roșu,"492311,359396"
AG,Podu Broșteni,"488687,360337"
AG,Smei,"487423,358864"
AG,Stârci,"486540,355572"
AG,Topoloveni,"506940,367328"
AG,Boțârcani,"506959,372075"
AG,Crintești,"507538,372610"
AG,Gorănești,"507032,372786"
AG,Țigănești,"506584,370679"
AG,Albeștii Pamânteni,"473762,412497"
AG,Albeștii Ungureni,"474287,413967"
AG,Brătești,"477176,413958"
AG,Doblea,"476919,412717"
AG,Dobrotu,"473183,411865"
AG,Dumirești,"476271,416502"
AG,Florieni,"478259,415573"
AG,Bughea de Sus,"502575,422008"
AG,Albești,"500440,423567"
AG,Cândești,"497784,424770"
AG,Albota,"488118,364568"
AG,Cerbu,"485823,362039"
AG,Frătești,"483411,366665"
AG,Gura Văii,"487404,366324"
AG,Mareș,"483384,364263"
AG,Aninoasa,"494252,410246"
AG,Broșteni,"493715,410584"
AG,Slănic,"491686,414563"
AG,Valea Siliștii,"492717,410027"
AG,Căpățânenii Pământeni,"471788,425060"
AG,Arefu,"469433,425710"
AG,Căpățânenii Ungureni,"471650,426555"
AG,Băbana,"476676,376789"
AG,Băjănești,"477134,373303"
AG,Ciobănești,"479551,374207"
AG,Cotmenița,"477233,377565"
AG,Groși,"475290,374686"
AG,Lupueni,"478355,375639"
AG,Slăatioarele,"480453,373329"
AG,Băiculești,"475443,396903"
AG,Alunișu,"468150,396372"
AG,Anghinești,"473646,397083"
AG,Argeșani,"476830,395494"
AG,Mănicești,"477520,391325"
AG,Stejari,"476815,393213"
AG,Tutana,"472525,393703"
AG,Valea Brazilor,"474948,394842"
AG,Valea lui Enache,"472029,398158"
AG,Zigoneni,"474826,399105"
AG,Bălilești,"495384,395820"
AG,Băjești,"495277,391789"
AG,Golești,"494641,398553"
AG,Poienița,"494326,401301"
AG,Priboaia,"495605,398760"
AG,Ulița,"495262,401078"
AG,Valea Mare-Bratia,"496125,396956"
AG,Zgripcești,"506070,382012"
AG,Beleți,"506795,378514"
AG,Lențea,"508317,387305"
AG,Negrești,"505970,383936"
AG,Berevoești,"495192,414904"
AG,Bratia,"495927,419270"
AG,Gămăcești,"494550,416812"
AG,Oțelu,"496412,417117"
AG,Bârla,"482485,325874"
AG,Afrimești,"481261,331129"
AG,Bădești,"480974,321663"
AG,Brabeți,"481360,328965"
AG,Ciocești,"482792,327507"
AG,Malu,"482431,329239"
AG,Mândra,"482275,327455"
AG,Mozăcenii-Vale,"484389,322312"
AG,Podișoru,"482941,324410"
AG,Șelăreasca,"482244,326691"
AG,Urlueni,"482336,331621"
AG,Zuvelcați,"481119,330038"
AG,Bogați,"510953,374248"
AG,Bârloi,"511047,375460"
AG,Bujoi,"511040,376732"
AG,Chițești,"511093,373664"
AG,Dumbrava,"515468,376974"
AG,Glâmbocel,"513050,372598"
AG,Glâmbocelu,"511056,371086"
AG,Suseni,"511390,377883"
AG,Boteni,"510043,408797"
AG,Balabani,"510689,407160"
AG,Lunca,"509939,408043"
AG,Mușcel,"510423,411282"
AG,Boțești,"510866,390110"
AG,Moșteni-Greci,"512345,389238"
AG,Brăduleț,"482813,420236"
AG,Alunișu,"482297,421697"
AG,Brădetu,"481349,423346"
AG,Cosaci,"483151,419665"
AG,Galeșu,"481491,419107"
AG,Piatra,"481973,416561"
AG,Slămnești,"482063,418902"
AG,Uleni,"482891,418370"
AG,Ungureni,"482200,417303"
AG,Budeasa Mare,"486352,380636"
AG,Budeasa Mică,"488122,381393"
AG,Calotești,"481230,387082"
AG,Gălășești,"483118,384007"
AG,Rogojina,"485281,381961"
AG,Valea Mărului,"482423,385276"
AG,Bughea de Jos,"500254,419331"
AG,Vulpești,"495390,344160"
AG,Bujoreni,"493264,344647"
AG,Buzoești,"493504,342387"
AG,Cornățel,"496416,342183"
AG,Curteanca,"494446,341755"
AG,Ionești,"492242,345809"
AG,Podeni,"492680,342954"
AG,Redea,"492396,344539"
AG,Șerboeni,"491555,348684"
AG,Tomșanca,"495252,346939"
AG,Vlăduța,"491741,347277"
AG,Căldăraru,"496545,327076"
AG,Burdea,"491892,327675"
AG,Strâmbeni,"497864,329877"
AG,Vrănești,"500566,371764"
AG,Călinești,"503583,369375"
AG,Ciocănești,"497602,372444"
AG,Cârstieni,"502377,375904"
AG,Glodu,"503340,372047"
AG,Gorganu,"503034,371372"
AG,Radu Negru,"500784,373588"
AG,Râncăciov,"503034,372689"
AG,Udeni-Zăvoi,"499890,369841"
AG,Urlucea,"502557,374127"
AG,Valea Corbului,"502747,379038"
AG,Văleni-Podgoria,"499154,373053"
AG,Căteasca,"506059,363407"
AG,Catanele,"499971,366659"
AG,Cireșu,"502960,362272"
AG,Coșeri,"504437,364465"
AG,Gruiu,"505551,359458"
AG,Recea,"497620,367580"
AG,Siliștea,"503539,359877"
AG,Ceparii Pământeni,"464947,412048"
AG,Cărpeniș,"461700,414173"
AG,Ceparii Ungureni,"464419,410252"
AG,Morăști,"460888,413973"
AG,Șendrulești,"464265,412312"
AG,Urluiești,"462455,411030"
AG,Valea Măgurei,"465133,410598"
AG,Zamfirești,"461253,410331"
AG,Cetățeni,"516722,410165"
AG,Lăicăi,"516181,407612"
AG,Valea Cetățuia,"516098,413045"
AG,Cicănești,"468933,416100"
AG,Bărăști,"468333,417150"
AG,Mioarele,"471313,416299"
AG,Urechești,"469847,417770"
AG,Ciofrângeni,"464249,401378"
AG,Burluși,"463245,402059"
AG,Lacurile,"463729,398423"
AG,Piatra,"461310,400592"
AG,Schitu-Matei,"465313,399577"
AG,Răduțești,"458509,373846"
AG,Beculești,"455545,369385"
AG,Bratia,"460541,375348"
AG,Ciomăgești,"456440,370902"
AG,Cungrea,"459799,376100"
AG,Dogari,"458859,372061"
AG,Fedeleșoiu,"456915,371744"
AG,Giuclani,"461604,376195"
AG,Păunești,"456425,372143"
AG,Răchițele de Jos,"473479,376250"
AG,Bărbătești,"471001,378724"
AG,Cocu,"472946,372616"
AG,Crucișoara,"473225,369316"
AG,Făcălețești,"474567,372377"
AG,Greabănu,"470172,379352"
AG,Popești,"471523,372683"
AG,Răchițele de Sus,"472575,378467"
AG,Corbeni,"472945,422914"
AG,Berindești,"473630,424573"
AG,Bucșenești,"473213,422380"
AG,Oeștii Pamânteni,"473070,417316"
AG,Oeștii Ungureni,"472554,417414"
AG,Poienari,"473060,423895"
AG,Rotunda,"472999,421040"
AG,Turburea,"476513,425060"
AG,Corbi,"484415,420934"
AG,Corbșori,"486195,417034"
AG,Jgheaburi,"484736,420165"
AG,Poduri,"486186,414181"
AG,Poienărei,"484752,417208"
AG,Stănești,"487126,414350"
AG,Coșești,"489948,396816"
AG,Jupânești,"488297,396406"
AG,Lăpușani,"488544,402606"
AG,Leicești,"489067,399542"
AG,Păcioiu,"489395,398039"
AG,Petrești,"491326,393736"
AG,Priseaca,"488104,398989"
AG,Cotmeana,"469851,385916"
AG,Bascovele,"472084,390247"
AG,Bunești,"469997,392481"
AG,Costești,"468201,387510"
AG,Dealu Pădurii,"468104,384502"
AG,Drăgolești,"469036,393595"
AG,Lintești,"469532,389797"
AG,Negești,"472961,389474"
AG,Pielești,"466674,394300"
AG,Săndulești,"472302,391924"
AG,Spiridoni,"467527,386477"
AG,Ursoaia,"473642,387749"
AG,Vârloveni,"468215,392427"
AG,Zamfirești,"472745,386994"
AG,Cuca,"461853,385382"
AG,Bălțata,"461453,384722"
AG,Bărbălani,"461423,378350"
AG,Cârcești,"463328,384322"
AG,Cotu,"458710,378989"
AG,Crivățu,"460875,383874"
AG,Lăunele de Sus,"459820,381739"
AG,Măcăi,"460797,387683"
AG,Mănești,"461545,386608"
AG,Sinești,"461825,388328"
AG,Stănicei,"460635,385714"
AG,Teodorești,"459294,380572"
AG,Valea Cucii,"459305,385113"
AG,Vonigeasa,"463900,387019"
AG,Davidești,"502611,389952"
AG,Conțești,"500814,387208"
AG,Voroveni,"505084,391800"
AG,Dâmbovicioara,"518258,437549"
AG,Ciocanu,"519132,439793"
AG,Podu Dâmboviței,"515972,434223"
AG,Dârmănești,"492278,390003"
AG,Negreni,"493015,388168"
AG,Piscani,"493392,385907"
AG,Valea Nandrii,"490665,390899"
AG,Valea Rizii,"492120,393101"
AG,Dobrești,"510224,385153"
AG,Furești,"508565,381495"
AG,Domnești,"487389,411742"
AG,Dragoslavele,"513261,427565"
AG,Valea Hotarului,"513401,424564"
AG,Drăganu-Olteni,"477371,381379"
AG,Băcești,"474246,383717"
AG,Dumbrăvești,"475624,384722"
AG,Prislopu Mare,"479008,378151"
AG,Godeni,"498840,414164"
AG,Bordeieni,"498346,417752"
AG,Capu Piscului,"498176,408881"
AG,Cotești,"498050,410812"
AG,Malu,"498116,416755"
AG,Hârsești,"482742,335870"
AG,Ciobani,"482132,333770"
AG,Martalogi,"483352,334041"
AG,Hârtiești,"507990,401872"
AG,Bârzești,"506230,393987"
AG,Dealu,"508866,401801"
AG,Huluba,"504608,396424"
AG,Lespezi,"509911,404138"
AG,Lucieni,"508922,403873"
AG,Vulturești,"506573,396238"
AG,Izvoru,"505146,332675"
AG,Leordeni,"510234,365765"
AG,Baloteasca,"513418,361933"
AG,Băila,"510848,367046"
AG,Bântău,"514910,368712"
AG,Budișteni,"512322,367105"
AG,Ciolcești,"515799,366505"
AG,Ciulnița,"512176,365303"
AG,Cârciumărești,"508890,366272"
AG,Cotu Malului,"515274,361350"
AG,Glâmbocata,"515965,364334"
AG,Glâmbocata-Deal,"514067,364699"
AG,Glodu,"513408,368969"
AG,Moara Mocanului,"511333,363180"
AG,Schitu Scoicești,"511905,368493"
AG,Lerești,"505626,425422"
AG,Pojorâta,"505054,428305"
AG,Voinești,"505666,422226"
AG,Lunca Corbului,"481025,353775"
AG,Bumbueni,"483173,359321"
AG,Catane,"481139,348164"
AG,Ciești,"481284,347256"
AG,Lăngești,"482474,355456"
AG,Mârghia de Jos,"477650,353541"
AG,Mârghia de Sus,"477142,354618"
AG,Pădureți,"481494,350948"
AG,Silișteni,"482505,357828"
AG,Mălureni,"484521,399636"
AG,Bunești,"480506,390779"
AG,Păuleasca,"486967,390569"
AG,Toplița,"478934,398941"
AG,Zărnești,"481935,391163"
AG,Merișani,"479769,385682"
AG,Borlești,"481367,383124"
AG,Brăteasca,"477743,388277"
AG,Capu Piscului,"479059,389003"
AG,Crâmpotani,"476080,390702"
AG,Dobrogostea,"483204,380868"
AG,Malu Vânăt,"478513,387347"
AG,Vărzaru,"482377,382011"
AG,Vâlcelele,"476331,390036"
AG,Micești,"488577,384610"
AG,Brânzari,"487107,384303"
AG,Păuleasca,"487698,389567"
AG,Purcăreni,"491115,385384"
AG,Mihăești,"500673,401251"
AG,Drăghici,"503546,403177"
AG,Furnicoși,"500156,404773"
AG,Rudeni,"500498,402560"
AG,Valea Bradului,"500153,399709"
AG,Valea Popii,"501763,399163"
AG,Văcarea,"503885,401477"
AG,Mățău,"506505,415069"
AG,Aluniș,"510989,414955"
AG,Chilii,"504706,415295"
AG,Cocenești,"507777,413603"
AG,Suslănești,"509455,415495"
AG,Miroși,"495654,323787"
AG,Surdulești,"496652,321344"
AG,Morărești,"465591,389863"
AG,Dedulești,"463598,390847"
AG,Dealu Obejdeanului,"465515,387152"
AG,Luminile,"463938,393061"
AG,Măncioiu,"460979,390525"
AG,Săpunari,"465204,385806"
AG,Moșoaia,"483426,370663"
AG,Bătrâni,"480834,371324"
AG,Ciocănăi,"483100,371723"
AG,Dealu Viilor,"486169,368150"
AG,Hințești,"487773,368189"
AG,Lăzărești,"480766,369684"
AG,Smeura,"487001,370456"
AG,Mozăceni,"512974,340581"
AG,Babaroaga,"515348,338604"
AG,Zidurile,"513364,342055"
AG,Vâlsănești,"483570,408898"
AG,Bolovănești,"478953,414962"
AG,Costești-Vâslan,"482176,406041"
AG,Musățești,"482576,414669"
AG,Prosia,"483992,413028"
AG,Robaia,"482704,412953"
AG,Stroești,"483811,403295"
AG,Valea Faurului,"483326,411099"
AG,Valea lui Maș,"481233,412802"
AG,Valea Muscelului,"481600,406886"
AG,Negrași,"510530,343943"
AG,Bârlogu,"506400,347392"
AG,Buta,"509343,347408"
AG,Mozacu,"513108,345438"
AG,Nucșoara,"483085,426353"
AG,Gruiu,"481448,425179"
AG,Sboghițești,"484983,425683"
AG,Slatina,"484476,428618"
AG,Oarja,"498192,362158"
AG,Ceaușești,"496955,361672"
AG,Pietroșani,"488019,408555"
AG,Bădești,"489047,407955"
AG,Gănești,"487465,402468"
AG,Retevoiești,"487258,404468"
AG,Vărzăroaia,"487039,406440"
AG,Poienari,"462989,396562"
AG,Ceaurești,"462577,394888"
AG,Ioanicești,"461536,396078"
AG,Tomulești,"460015,396909"
AG,Poienari,"503964,413343"
AG,Groșani,"502667,414250"
AG,Jugur,"506673,410280"
AG,Șerbănești,"503728,411148"
AG,Valea Îndărăt,"504418,410985"
AG,Poiana Lacului,"479543,366787"
AG,Cătunași,"479169,370015"
AG,Cepari,"474417,366476"
AG,Dealu Orașului,"479330,368823"
AG,Dealu Viilor,"476535,370528"
AG,Dinculești,"478137,368213"
AG,Gălețeanu,"475197,367372"
AG,Gărdinești,"474078,366484"
AG,Gâlcești,"479246,368029"
AG,Metofu,"477661,371278"
AG,Păduroiu din Deal,"477964,366026"
AG,Păduroiu din Vale,"476190,364819"
AG,Sămara,"477392,369559"
AG,Popești,"508070,326879"
AG,Adunați,"502334,327988"
AG,Bucov,"502983,326685"
AG,Palanga,"506739,327934"
AG,Purcăreni,"510728,327429"
AG,Râca,"503450,326020"
AG,Slobozia,"510335,326049"
AG,Priboieni,"506656,375037"
AG,Albotele,"506646,376976"
AG,Paraschivești,"507169,375592"
AG,Sămăila,"507619,373946"
AG,Pitoi,"507265,374963"
AG,Valea Mare,"505596,375171"
AG,Valea Nenii,"507060,376171"
AG,Valea Popii,"506849,374136"
AG,Rătești,"510474,360335"
AG,Ciupa-Mănciulescu,"512612,355760"
AG,Furduești,"508362,358237"
AG,Mavrodolu,"517301,354652"
AG,Nejlovelu,"514051,354342"
AG,Pătuleni,"513065,359169"
AG,Tigveni,"512083,359568"
AG,Recea,"502551,335579"
AG,Deagu de Jos,"501911,338671"
AG,Deagu de Sus,"500498,340466"
AG,Goleasca,"504464,341051"
AG,Orodel,"501456,334549"
AG,Rociu,"503872,352951"
AG,Gliganu de Jos,"502862,350856"
AG,Gliganu de Sus,"500261,350846"
AG,Șerbănești,"499394,353483"
AG,Rucăr,"513570,432145"
AG,Sătic,"513567,438110"
AG,Sălătrucu,"461877,424396"
AG,Văleni,"463651,418253"
AG,Mârțești,"480358,356933"
AG,Bănărești,"481043,358958"
AG,Dealu Bradului,"478271,359860"
AG,Drăghicești,"480408,361492"
AG,Găinușa,"479347,362511"
AG,Lipia,"478279,363662"
AG,Popești,"480447,360470"
AG,Turcești,"480674,359584"
AG,Schitu Golești,"500195,409639"
AG,Burnești,"500035,407846"
AG,Costiță,"500415,410852"
AG,Lăzărești,"499638,406281"
AG,Loturi,"501440,412825"
AG,Valea Pechii,"500991,410052"
AG,Slobozia,"518922,335614"
AG,Nigrișoara,"518845,333691"
AG,Stâlpeni,"498563,394519"
AG,Dealu Frumos,"497928,392777"
AG,Livezeni,"498169,393146"
AG,Ogrezea,"499641,395185"
AG,Oprești,"499096,397127"
AG,Pițigaia,"502619,396619"
AG,Rădești,"500163,396864"
AG,Stoenești,"513669,418121"
AG,Bădeni,"514126,415975"
AG,Cotenești,"514616,414968"
AG,Lunca Gârtii,"513185,421587"
AG,Piatra,"512091,419679"
AG,Slobozia,"514146,419444"
