judet,nume,xy
TR,Bratcovu,"489545,295297"
TR,Gresia,"493521,296815"
TR,Socetu,"488345,299447"
TR,Suhaia,"520377,248853"
TR,Fântânele,"523586,246809"
TR,Ștorobăneasa,"536724,265197"
TR,Beiu,"536614,263814"
TR,Talpa-Ogrăzile,"523409,309728"
TR,Linia Costii,"525027,308693"
TR,Rotărești,"526136,306439"
TR,Talpa-Bâscoveni,"525830,307894"
TR,Talpa Poștei,"523007,312268"
TR,Tătărăștii de Jos,"514123,319452"
TR,Lada,"516921,313286"
TR,Negreni,"515568,323389"
TR,Negrenii de Sus,"514825,324394"
TR,Negrenii-Osebiți,"515734,322445"
TR,Obârtu,"515222,313325"
TR,Slăvești,"515764,315683"
TR,Tătărăștii de Sus,"509711,323073"
TR,Dobreni,"510160,324605"
TR,Udupu,"511542,321842"
GR,Toporu,"552709,279625"
GR,Tomulești,"551151,275406"
TR,Traian,"500398,251897"
TR,Trivalea-Moșteni,"519311,307131"
TR,Brătășani,"520698,304560"
TR,Deparați,"517682,309032"
TR,Troianul,"501750,278052"
TR,Dulceni,"503673,276240"
TR,Vatra,"500353,280391"
TR,Țigănești,"530374,266881"
TR,Vedea,"505395,287953"
TR,Albești,"509620,285357"
TR,Coșoteni,"502053,291276"
TR,Dulceanca,"508626,287767"
TR,Meri,"504322,288916"
TR,Viișoara,"514106,253317"
TR,Vârtoapele de Sus,"516010,299100"
TR,Gărăgău,"515116,303547"
TR,Vârtoapele de Jos,"516350,297316"
TR,Zâmbreasca,"499878,311490"
TM,Timișoara,"206789,479859"
TM,Dumbrăvița,"208319,484651"
TM,Ghiroda,"212683,481128"
TM,Giarmata-Vii,"212494,484399"
TM,Giroc,"207153,473185"
TM,Chișoda,"205317,474073"
TM,Lugoj,"259166,469738"
TM,Măguri,"266292,466974"
TM,Tapia,"264199,469062"
TM,Buziaș,"235447,466618"
TM,Silagiu,"235710,462041"
TM,Bacova,"231429,468472"
TM,Deta,"204678,439859"
TM,Opatița,"208119,441713"
TM,Jimbolia,"167377,485840"
TM,Sânnicolau Mare,"161544,517414"
TM,Balinț,"255877,484078"
TM,Bodo,"257913,484260"
TM,Fădimac,"256668,487761"
TM,Târgoviște,"253367,484411"
TM,Banloc,"197670,439218"
TM,Dolaț,"192244,444186"
TM,Livezile,"191427,439845"
TM,Ofsenița,"198514,442307"
TM,Partoș,"196516,433385"
TM,Soca,"199644,437329"
TM,Bara,"258064,492992"
TM,Dobrești,"262700,494408"
TM,Lăpușnic,"261228,492788"
TM,Rădmănești,"259976,496567"
TM,Spata,"257576,497092"
TM,Beba Veche,"137127,525057"
TM,Cherestur,"143356,524361"
TM,Pordeanu,"145097,526930"
TM,Becicherecu Mic,"193399,489228"
TM,Dudeștii Noi,"197324,489607"
TM,Belinț,"248573,477624"
TM,Babșa,"250586,483787"
TM,Chizătău,"245846,477880"
TM,Gruni,"252120,478845"
TM,Bethausen,"264017,486277"
TM,Cladova,"264952,489393"
TM,Cliciova,"263989,481733"
TM,Cutina,"261444,485590"
TM,Leucușești,"267355,486161"
TM,Nevrincea,"261625,481194"
TM,Biled,"186725,495446"
TM,Șandra,"181652,499957"
TM,Uihei,"179109,498528"
TM,Bârna,"271127,473263"
TM,Botești,"273082,471107"
TM,Botinești,"273834,475102"
TM,Drinova,"271872,469194"
TM,Jurești,"271833,471511"
TM,Pogănești,"267909,473571"
TM,Sărăzani,"271468,475063"
TM,Bogda,"235019,503373"
TM,Altringen,"233157,503817"
TM,Buzad,"232381,499473"
TM,Charlotenburg,"230618,503706"
TM,Comeat,"237798,501251"
TM,Sintar,"236447,502883"
TM,Boldur,"249325,471173"
TM,Jabăr,"251281,473111"
TM,Ohaba-Forgaci,"246390,473933"
TM,Sinersig,"244745,468954"
TM,Brestovăț,"242491,491293"
TM,Coșarii,"246874,497156"
TM,Hodoș,"240355,494741"
TM,Lucareț,"241536,487464"
TM,Teș,"240472,488491"
TM,Cărpiniș,"181805,484896"
TM,Iecea Mare,"181160,491627"
TM,Iecea Mică,"183331,488256"
TM,Cenad,"158612,524346"
TM,Cenei,"181228,476565"
TM,Bobda,"184722,478745"
TM,Checea,"176159,481001"
TM,Chevereșu Mare,"226559,468967"
TM,Dragșina,"222475,472831"
TM,Vucova,"228059,463770"
TM,Ciacova,"197913,453008"
TM,Cebza,"192987,457815"
TM,Gad,"186628,448699"
TM,Ghilad,"198111,447840"
TM,Macedonia,"192107,453836"
TM,Obad,"199977,456154"
TM,Petroman,"196634,456435"
TM,Comloșu Mare,"160820,497247"
TM,Comloșu Mic,"163743,492660"
TM,Lunga,"157981,496487"
TM,Coșteiu,"255413,475840"
TM,Hezeriș,"261019,474354"
TM,Păru,"254745,479936"
TM,Țipari,"255244,478590"
TM,Valea Lungă Română,"263155,477331"
TM,Criciova,"271894,463162"
TM,Cireșu,"268851,465482"
TM,Cireșu Mic,"269150,468225"
TM,Jdioara,"274449,461973"
TM,Curtea,"290979,484644"
TM,Coșava,"291277,486658"
TM,Homojdia,"294936,487309"
TM,Darova,"248537,465298"
TM,Hodoș,"250590,467819"
TM,Sacoșu Mare,"244869,459109"
TM,Denta,"206332,435637"
TM,Breștea,"208301,434826"
TM,Rovinița Mare,"209939,437494"
TM,Rovinița Mică,"211037,434384"
TM,Dudeștii Vechi,"150057,514922"
TM,Cheglevici,"148114,522557"
TM,Colonia Bulgară,"145532,521304"
TM,Vălcani,"143776,510692"
TM,Dumbrava,"276168,484484"
TM,Bucovăț,"278607,480631"
TM,Răchita,"275259,486106"
TM,Făget,"280860,488061"
TM,Bătești,"283071,486757"
TM,Begheiu Mic,"278622,485572"
TM,Bichigi,"278116,488118"
TM,Brănești,"286502,483060"
TM,Bunea Mare,"275175,494551"
TM,Bunea Mică,"274810,495922"
TM,Colonia Mică,"281722,485693"
TM,Jupânești,"287845,479887"
TM,Povârgina,"277815,491466"
TM,Temerești,"283920,489695"
TM,Fârdea,"279194,475070"
TM,Drăgsinești,"282204,478144"
TM,Gladna Montană,"282328,475574"
TM,Gladna Româna,"284351,476008"
TM,Hăuzești,"278937,472431"
TM,Mâtnicu Mic,"280512,477721"
TM,Zolt,"286652,476566"
TM,Foeni,"177914,452634"
TM,Cruceni,"177895,449765"
TM,Gavojdia,"267860,461508"
TM,Jena,"271886,460011"
TM,Lugojel,"263324,467436"
TM,Sălbăgel,"268945,456240"
TM,Gătaia,"220743,442544"
TM,Berecuța,"214686,441332"
TM,Birda,"213980,443192"
TM,Butin,"216212,432793"
TM,Mânăstire,"213005,440759"
TM,Percosova,"214157,431164"
TM,Sculia,"220984,444471"
TM,Sângeorge,"211938,439887"
TM,Șemlacu Mare,"221302,435512"
TM,Șemlacu Mic,"219000,434026"
TM,Ghizela,"247419,485342"
TM,Hisiaș,"245964,487547"
TM,Paniova,"251070,487751"
TM,Șanovița,"245909,482773"
TM,Giarmata,"213965,488869"
TM,Cerneteaz,"209742,489467"
TM,Giera,"186520,442016"
TM,Grănicerii,"177937,446252"
TM,Toager,"184288,442679"
TM,Giulvăz,"186946,457683"
TM,Crai Nou,"187461,450947"
TM,Ivanda,"183322,459790"
TM,Rudna,"188168,452043"
TM,Jamu Mare,"218176,423537"
TM,Clopodia,"222835,426345"
TM,Ferendia,"225524,430013"
TM,Gherman,"214640,425685"
TM,Lățunaș,"223654,418519"
TM,Jebel,"204848,458112"
TM,Pădureni,"205034,462577"
TM,Lenauheim,"174259,494486"
TM,Bulgăruș,"176058,499545"
TM,Grabăț,"169630,495335"
TM,Liebling,"212997,460057"
TM,Cerna,"219556,457761"
TM,Iosif,"209592,458912"
TM,Lovrin,"172272,505308"
TM,Gottlob,"167593,501836"
TM,Tomnatic,"164051,507882"
TM,Vizejdia,"163317,502772"
TM,Margina,"288216,488411"
TM,Breazova,"288909,485526"
TM,Bulza,"294076,496332"
TM,Coșevița,"297509,489878"
TM,Coșteiu de Sus,"296035,492574"
TM,Groși,"289518,494170"
TM,Nemeșești,"291825,490950"
TM,Sintești,"286320,489720"
TM,Zorani,"288810,489402"
TM,Mașloc,"225604,505776"
TM,Alioș,"228625,510190"
TM,Fibiș,"222935,503198"
TM,Remetea Mică,"227190,502188"
TM,Mănăștiur,"272090,485605"
TM,Pădurani,"272043,490705"
TM,Remetea-Luncă,"270657,489065"
TM,Topla,"270320,492897"
TM,Moravița,"207302,424345"
TM,Dejan,"209266,427329"
TM,Gaiu Mic,"202765,428842"
TM,Stamora Germană,"205986,427024"
TM,Moșnița Nouă,"214124,475344"
TM,Albina,"217901,474713"
TM,Moșnița Veche,"214784,477158"
TM,Rudicica,"210004,474315"
TM,Urseni,"212696,472491"
TM,Nădrag,"280723,465001"
TM,Crivina,"275712,465260"
TM,Nițchidorf,"229782,459286"
TM,Blajova,"225556,460846"
TM,Duboz,"230697,455494"
TM,Ohaba Lungă,"266170,494133"
TM,Dubești,"269467,496509"
TM,Ierșnic,"267669,491590"
TM,Ohaba Română,"263289,498999"
TM,Orțișoara,"205701,503183"
TM,Călacea,"201474,501946"
TM,Cornești,"207303,497193"
TM,Seceani,"214916,504126"
TM,Peciu Nou,"192754,463706"
TM,Diniaș,"188775,469017"
TM,Sânmartinu Sârbesc,"184901,464163"
TM,Periam,"180881,513152"
TM,Pesac,"177512,507979"
TM,Pietroasa,"297796,485038"
TM,Crivina de Sus,"300802,485922"
TM,Fărășești,"296905,480965"
TM,Poieni,"302141,481108"
TM,Pișchia,"216348,496114"
TM,Bencecu de Jos,"223253,495679"
TM,Bencecu de Sus,"222837,493338"
TM,Murani,"213536,498270"
TM,Sălciua Nouă,"228809,495100"
TM,Racovița,"238325,472261"
TM,Căpăt,"240460,470606"
TM,Drăgoiești,"240897,473533"
TM,Ficătar,"243017,473644"
TM,Hitiaș,"235251,473485"
TM,Sârbova,"232389,472437"
TM,Recaș,"228926,484018"
TM,Bazoș,"227426,476750"
TM,Herneacova,"229694,490289"
TM,Izvin,"224958,483916"
TM,Nadăș,"231857,495060"
TM,Petrovaselo,"234544,485227"
TM,Stanciova,"233861,490896"
TM,Remetea Mare,"218401,482156"
TM,Bazoșu Nou,"221729,478512"
TM,Bucovăț,"218719,479227"
TM,Ianova,"222022,488330"
TM,Sacoșu Turcesc,"221889,467928"
TM,Berini,"221670,459894"
TM,Icloda,"218566,466707"
TM,Otvești,"222404,464184"
TM,Stamora Română,"219276,462880"
TM,Uliuc,"216573,470593"
TM,Unip,"214619,468408"
TM,Satchinez,"193315,501173"
TM,Bărăteaz,"197564,504026"
TM,Hodoni,"196628,497052"
TM,Săcălaz,"197660,480665"
TM,Beregsău Mare,"191018,480937"
TM,Beregsău Mic,"187219,480271"
TM,Secaș,"253531,492068"
TM,Checheș,"248393,493623"
TM,Crivobara,"253177,495285"
TM,Vizma,"254625,496631"
TM,Sânandrei,"202593,491060"
TM,Carani,"201951,497292"
TM,Covaci,"207439,488478"
TM,Sânmihaiu Român,"195616,474817"
TM,Sânmihaiu German,"191081,475545"
TM,Utvin,"198810,475407"
TM,Sânpetru Mare,"176476,513695"
TM,Igriș,"174312,521201"
TM,Saravale,"170645,516515"
TM,Șag,"201535,468470"
TM,Parța,"199032,466035"
TM,Știuca,"264561,456801"
TM,Dragomirești,"262041,453876"
TM,Oloșag,"262825,460408"
TM,Zgribești,"267764,452413"
TM,Teremia Mare,"153367,502507"
TM,Nerău,"156102,506173"
TM,Teremia Mică,"151205,505161"
TM,Tomești,"291219,479240"
TM,Baloșești,"289412,479403"
TM,Colonia Fabricii,"291177,477533"
TM,Luncanii de Jos,"290904,472388"
TM,Luncanii de Sus,"290741,474614"
TM,Românești,"291340,482435"
TM,Topolovățu Mare,"237405,480565"
TM,Cralovăț,"237728,486437"
TM,Ictar-Budinți,"241417,479748"
TM,Iosifalău,"242004,481123"
TM,Suștra,"234457,482131"
TM,Topolovățu Mic,"238852,478785"
TM,Tormac,"226197,452877"
TM,Cadar,"229420,454197"
TM,Șipet,"218838,451576"
TM,Sudriaș,"269123,480968"
TM,Jupani,"268465,482727"
TM,Săceni,"271584,477547"
TM,Surducu Mic,"274233,478258"
TM,Susani,"266632,482522"
TM,Traian Vuia,"272220,481832"
TM,Uivar,"181255,470247"
TM,Iohanisfeld,"177224,460216"
TM,Otelec,"176415,465601"
TM,Pustiniș,"177184,467722"
TM,Răuți,"183233,471764"
TM,Sânmartinu Maghiar,"181420,467835"
TM,Variaș,"187463,509028"
TM,Gelu,"194966,508204"
TM,Sânpetru Mic,"193246,510849"
TM,Victor Vlad Delamarina,"258307,464935"
TM,Herendești,"255223,465997"
TM,Honorici,"259293,461774"
TM,Pădureni,"258767,457799"
TM,Petroasa Mare,"254073,462374"
TM,Pini,"257871,463939"
TM,Vișag,"251157,454932"
TM,Voiteg,"206054,448113"
TM,Folea,"210927,450969"
TL,Tulcea,"797501,415879"
TL,Tudor Vladimirescu,"798494,416705"
TL,Babadag,"793659,383554"
TL,Isaccea,"771413,424484"
TL,Tichilești,"763568,423685"
TL,Revărsarea,"766254,425171"
TL,Măcin,"746298,421190"
TL,Sulina,"865624,416831"
TL,Baia,"791333,364911"
TL,Camena,"785327,374168"
TL,Caugagia,"789991,372382"
TL,Ceamurlia de Sus,"785628,369034"
TL,Panduru,"788481,361546"
TL,Beidaud,"783368,363897"
TL,Neatârnarea,"777634,366695"
TL,Sarighiol de Deal,"778424,361579"
TL,C.a. Rosetti,"858177,431707"
TL,Cardon,"862922,425799"
TL,Letea,"854931,430215"
TL,Periprava,"855843,443637"
TL,Sfiștofca,"860567,432055"
TL,Carcaliu,"747378,414504"
TL,Casimcea,"767746,363364"
TL,Cișmeaua Nouă,"763790,372185"
TL,Corugea,"764452,364995"
TL,Haidar,"759456,368910"
TL,Rahman,"759239,371943"
TL,Războieni,"770660,368546"
TL,Stânca,"760526,365926"
TL,Ceatalchioi,"797497,427989"
TL,Pătlăgeanca,"794068,421219"
TL,Plauru,"800171,432058"
TL,Sălceni,"795174,426309"
TL,Ceamurlia de Jos,"795120,367021"
TL,Lunca,"798933,366211"
TL,Cerna,"759816,403103"
TL,General Praporgescu,"765996,396069"
TL,Mircea Vodă,"764295,398544"
TL,Traian,"754879,397212"
TL,Chilia Veche,"836023,444174"
TL,Câșlița,"836665,437453"
TL,Ostrovu Tătaru,"831216,440747"
TL,Tatanir,"816122,435937"
TL,Ciucurova,"774878,385260"
TL,Atmagea,"770894,390838"
TL,Fântâna Mare,"776275,379483"
TL,Crișan,"844617,417711"
TL,Caraorman,"845767,407116"
TL,Mila 23,"833501,423196"
TL,Dăeni,"747561,376517"
TL,Dorobanțu,"759346,389527"
TL,Ardealu,"761460,391325"
TL,Cârjelari,"763531,390214"
TL,Fântâna Oilor,"756851,385551"
TL,Meșteru,"760847,386061"
TL,Frecăței,"787796,407416"
TL,Cataloi,"793390,406345"
TL,Poșta,"785140,408189"
TL,Telița,"780473,412118"
TL,Greci,"754415,415278"
TL,Grindu,"750449,439257"
TL,Hamcearca,"766922,407276"
TL,Balabancea,"768149,402283"
TL,Căprioara,"767794,408259"
TL,Nifon,"765003,411670"
TL,Horia,"771985,397682"
TL,Cloșca,"773985,395851"
TL,Florești,"771552,402909"
TL,Izvoarele,"778541,399238"
TL,Alba,"777028,402071"
TL,Iulia,"779402,396818"
TL,Valea Teilor,"774392,407236"
TL,Jijila,"747152,427521"
TL,Garvăn,"747710,432340"
TL,Jurilovca,"806561,369602"
TL,Vișina,"804157,369252"
TL,Sălcioara,"807792,374077"
TL,Luncavița,"757011,425959"
TL,Rachelu,"760647,426142"
TL,Văcăreni,"750398,430061"
TL,Mahmudia,"821698,406612"
TL,Băltenii de Jos,"819052,410273"
TL,Băltenii de Sus,"814691,410616"
TL,Beștepe,"815921,407054"
TL,Maliuc,"823042,416787"
TL,Ilganii de Sus,"810333,418166"
TL,Gorgova,"827422,417281"
TL,Partizani,"809646,417757"
TL,Vulturu,"819795,416421"
TL,Mihai Bravu,"788511,389671"
TL,Satu Nou,"790603,390679"
TL,Turda,"785773,392552"
TL,Mihail Kogălniceanu,"794424,400044"
TL,Lăstuni,"791257,398608"
TL,Rândunica,"795641,395875"
TL,Murighiol,"828186,401507"
TL,Colina,"817879,399662"
TL,Dunavățu de Jos,"832633,396617"
TL,Dunavățu de Sus,"832854,399470"
TL,Plopul,"825101,399683"
TL,Sarinasuf,"820219,398126"
TL,Uzlina,"832709,405806"
TL,Nalbant,"784883,400585"
TL,Nicolae Bălcescu,"782790,394881"
TL,Trestenic,"782566,403967"
TL,Niculițel,"773529,415100"
TL,Nufăru,"808207,413077"
TL,Ilganii de Jos,"808265,413780"
TL,Malcoci,"805720,411683"
TL,Victoria,"811988,410888"
TL,Ostrov,"748636,385225"
TL,Piatra,"748166,382378"
TL,Pardina,"810188,430746"
TL,Peceneaga,"748158,394690"
TL,Sarichioi,"803862,390095"
TL,Enisala,"801624,382664"
TL,Sabangia,"806199,393596"
TL,Visterna,"797987,380283"
TL,Zebil,"797331,389856"
TL,Sfântu Gheorghe,"862687,387752"
TL,Slava Cercheză,"780861,384125"
TL,Slava Rusă,"784940,378636"
TL,Smârdan,"735762,424930"
TL,Somova,"787701,416414"
TL,Mineri,"792026,413950"
TL,Parcheș,"782087,418809"
TL,Stejaru,"780722,369688"
TL,Mina Altân Tepe,"782096,371658"
TL,Vasile Alecsandri,"777406,372211"
TL,Topolog,"766983,380790"
TL,Calfa,"764856,375139"
TL,Cerbu,"770664,375547"
TL,Făgărașu Nou,"759255,378345"
TL,Luminița,"763018,382633"
TL,Măgurele,"755441,383206"
TL,Sâmbăta Nouă,"768939,376723"
TL,Turcoaia,"750813,406002"
TL,Valea Nucarilor,"810378,401051"
TL,Agighiol,"805343,399989"
TL,Iazurile,"810647,398912"
TL,I.c.brătianu,"738957,438606"
VS,Bârlad,"705970,528552"
VS,Huși,"734032,579336"
VS,Negrești,"687604,595596"
VS,Căzănești,"690700,599283"
VS,Cioatele,"685283,594992"
VS,Glodeni,"692206,596658"
VS,Parpanița,"689811,595475"
VS,Poiana,"689830,592508"
VS,Valea Mare,"687660,593380"
VS,Vaslui,"708996,574856"
VS,Bahnari,"714238,575043"
VS,Brodoc,"704838,575798"
VS,Moara Grecilor,"710038,578262"
VS,Rediu,"706257,573937"
VS,Viișoara,"713231,575157"
VS,Albești,"719790,559423"
VS,Corni-Albești,"720294,561570"
VS,Crasna,"717310,560324"
VS,Gura Albești,"717946,556017"
VS,Alexandru Vlahuță,"702942,550778"
VS,Buda,"700228,555494"
VS,Ghicani,"704206,546886"
VS,Ibănești,"701862,547215"
VS,Mânzați,"698807,552749"
VS,Morăreni,"698880,560092"
VS,Puțu Olarului,"703644,545060"
VS,Arsura,"730856,594885"
VS,Fundătura,"730678,592798"
VS,Mihail Kogălniceanu,"734293,592889"
VS,Pâhnești,"731912,591182"
VS,Gara Banca,"715049,541482"
VS,Banca,"716669,537263"
VS,Ghermănești,"718585,539904"
VS,Miclești,"723182,540207"
VS,Mitoc,"713914,546441"
VS,Satu Nou,"715559,539371"
VS,Sălcioara,"713411,542003"
VS,Sârbi,"716029,547499"
VS,Stoișești,"719642,541980"
VS,Strâmtura-Mitoc,"714348,543912"
VS,Țifu,"722505,541231"
VS,1 Decembrie,"716141,543806"
VS,Băcani,"706539,540015"
VS,Băltățeni,"707536,540986"
VS,Drujești,"706217,537491"
VS,Suseni,"704931,542806"
VS,Vulpășeni,"705752,543724"
VS,Băcești,"671225,594037"
VS,Armășeni,"671706,596373"
VS,Băbușa,"669960,592270"
VS,Păltiniș,"671412,590095"
VS,Țibăneștii Buhlii,"670997,598285"
VS,Vovriești,"668292,599037"
VS,Bălteni,"700725,578371"
VS,Bălteni-Deal,"699850,577572"
VS,Chetrești,"698404,579154"
VS,Berezeni,"742437,546322"
VS,Mușata,"738412,552670"
VS,Rânceni,"738715,549562"
VS,Satu Nou,"742342,544599"
VS,Stuhuleț,"735782,550695"
VS,Blăgești,"732865,519536"
VS,Igești,"731171,521117"
VS,Sipeni,"730401,519538"
VS,Bogdana,"701937,561883"
VS,Arșița,"701274,565567"
VS,Fântâna Blănarului,"699095,569319"
VS,Găvanu,"700376,559908"
VS,Lacu Babei,"698455,568321"
VS,Plopeni,"699535,567573"
VS,Similișoara,"700138,560920"
VS,Suceveni,"703108,563057"
VS,Verdeș,"700546,564566"
VS,Bogdănești,"709441,553569"
VS,Buda,"708392,558261"
VS,Horoiata,"711543,543358"
VS,Hupca,"708568,548725"
VS,Orgoiești,"707002,557984"
VS,Ulea,"710184,550433"
VS,Unțești,"710049,547760"
VS,Vișinari,"707553,555298"
VS,Vlădești,"708085,553933"
VS,Bogdănița,"706236,554504"
VS,Cepești,"706254,546133"
VS,Cârțibași,"705139,554303"
VS,Coroiești,"705305,552278"
VS,Rădăești,"706145,548544"
VS,Schitu,"705089,559761"
VS,Tunsești,"704159,556857"
VS,Boțești,"720471,592477"
VS,Gănești,"723339,594350"
VS,Gugești,"721503,588902"
VS,Tălpigeni,"720423,596632"
VS,Averești,"728402,591878"
VS,Armășeni,"727486,593904"
VS,Bunești,"726569,596623"
VS,Plopi,"728401,589907"
VS,Podu Oprii,"724748,596707"
VS,Roșiori,"727190,592685"
VS,Tăbălăești,"727719,589106"
VS,Codăești,"711054,600526"
VS,Ghergheleu,"707124,598403"
VS,Pribești,"712994,604904"
VS,Rediu Galian,"708167,602118"
VS,Coroiești,"691543,530336"
VS,Chilieni,"690861,537132"
VS,Coroieștii de Sus,"691944,532224"
VS,Hreasca,"692667,540544"
VS,Mireni,"691729,538080"
VS,Movileni,"693737,533092"
VS,Păcurărești,"691579,534419"
VS,Costești,"712150,559008"
VS,Chițcani,"713660,554043"
VS,Dinga,"709866,558643"
VS,Pârvești,"710609,556519"
VS,Puntișeni,"712352,556866"
VS,Rădești,"714269,556964"
VS,Crețești,"726711,574459"
VS,Budești,"726221,572296"
VS,Crețeștii de Sus,"728109,575357"
VS,Satu Nou,"727806,577228"
VS,Dănești,"703826,597635"
VS,Bereasa,"702678,595797"
VS,Boțoaia,"701048,595257"
VS,Emil Racoviță,"704213,600312"
VS,Rășcani,"700742,598481"
VS,Tătărăni,"704193,592880"
VS,Deleni,"711727,562660"
VS,Bulboaca,"713072,564951"
VS,Moreni,"710337,560660"
VS,Zizinca,"710668,564195"
VS,Delești,"695080,582274"
VS,Albești,"695201,580510"
VS,Bălești,"693293,582255"
VS,Cozmești,"691154,584566"
VS,Fâstâci,"687144,584088"
VS,Fundătura,"693549,579294"
VS,Hârsova,"694795,577675"
VS,Hordilești,"691818,585756"
VS,Mânăstirea,"694486,579656"
VS,Răduiești,"697580,580638"
VS,Dragomirești,"680598,573107"
VS,Băbuța,"680377,570437"
VS,Belzeni,"676598,571627"
VS,Botoi,"682693,569834"
VS,Ciuperca,"684474,570597"
VS,Doagele,"678435,577164"
VS,Poiana Pietrei,"679834,574467"
VS,Popești,"684152,568408"
VS,Rădeni,"682024,568348"
VS,Semenea,"681714,570231"
VS,Tulești,"678650,569658"
VS,Vladia,"677134,573344"
VS,Drânceni,"739059,593804"
VS,Albița,"740034,593400"
VS,Băile Drânceni,"736776,595196"
VS,Ghermănești,"735000,596818"
VS,Râșești,"739958,590583"
VS,Șopârleni,"738304,589269"
VS,Epureni,"732261,583106"
VS,Bobești,"729494,584578"
VS,Duda,"732480,587782"
VS,Valea Grecului,"737018,584643"
VS,Dumești,"675690,596661"
VS,Dumeștii Vechi,"676122,595101"
VS,Schinetea,"672317,598297"
VS,Valea Mare,"677575,595105"
VS,Epureni,"724430,531552"
VS,Bârlălești,"724966,528815"
VS,Bursuci,"720850,528608"
VS,Horga,"722799,534992"
VS,Fălciu,"742069,537564"
VS,Bogdănești,"740069,533835"
VS,Bozia,"740275,542553"
VS,Copăceana,"735696,544017"
VS,Odaia Bogdana,"737361,536670"
VS,Rânzești,"738681,529207"
VS,Găgești,"728856,541095"
VS,Giurcani,"729722,535744"
VS,Peicani,"730115,538295"
VS,Popeni,"729115,543721"
VS,Tupilați,"729146,547761"
VS,Gherghești,"694624,557483"
VS,Chetrosu,"691873,566612"
VS,Corodești,"692726,561877"
VS,Dragomănești,"694888,559648"
VS,Drăxeni,"689752,567829"
VS,Lazu,"691202,567342"
VS,Lunca,"695589,553778"
VS,Soci,"696284,557847"
VS,Valea Lupului,"695617,557090"
VS,Gârceni,"676142,586510"
VS,Dumbrăveni,"679251,587538"
VS,Racova,"671713,585183"
VS,Racovița,"672581,586731"
VS,Slobozia,"670362,586104"
VS,Trohan,"674771,583995"
VS,Grivița,"705614,521373"
VS,Fruntișeni,"713628,526651"
VS,Grăjdeni,"714408,524835"
VS,Odaia Bursucani,"709333,520538"
VS,Trestiana,"706278,524665"
VS,Hoceni,"730733,564394"
VS,Barboși,"727976,558537"
VS,Deleni,"729282,561791"
VS,Oțeleni,"728624,564345"
VS,Rediu,"724912,564766"
VS,Șișcani,"729488,569089"
VS,Tomșa,"729581,567471"
VS,Hurdugi,"734540,561129"
VS,Grumezoaia,"732901,566338"
VS,Gușiței,"732520,555440"
VS,Plotonești,"735796,566357"
VS,Urlați,"734064,567365"
VS,Iana,"696473,545433"
VS,Hălărești,"696533,547002"
VS,Recea,"695924,552737"
VS,Siliștea,"696430,550687"
VS,Vadurile,"695787,544611"
VS,Ivănești,"688351,573473"
VS,Albina,"681804,575974"
VS,Bleșca,"683418,576027"
VS,Broșteni,"690857,573747"
VS,Buscata,"685030,573367"
VS,Coșca,"689283,578974"
VS,Coșești,"688066,577926"
VS,Fundătura Mare,"687359,581189"
VS,Fundătura Mică,"686543,580927"
VS,Hârșoveni,"691977,574688"
VS,Iezerel,"685448,575260"
VS,Ursoaia,"683994,575075"
VS,Valea Mare,"690536,576732"
VS,Valea Oanei,"685975,577295"
VS,Ivești,"695747,524784"
VS,Belcești,"694308,520134"
VS,Pogonești,"695555,520037"
VS,Polocin,"695554,518293"
VS,Laza,"698807,574980"
VS,Bejenești,"700284,575659"
VS,Poiana lui Alexa,"700424,572083"
VS,Pușcași,"702525,572454"
VS,Râșnița,"696924,576604"
VS,Sauca,"699364,575813"
VS,Teișoru,"698027,570553"
VS,Valea Târgului,"703125,576204"
VS,Lipovăț,"708119,566513"
VS,Căpușneni,"706109,562070"
VS,Chițoc,"704879,569631"
VS,Corbu,"707494,568284"
VS,Fundu Văii,"705363,564156"
VS,Lunca Banului,"742887,571156"
VS,Broscoșești,"746929,568020"
VS,Condrea,"746633,565138"
VS,Focșa,"744767,567738"
VS,Lunca Veche,"743624,563544"
VS,Oțetoaia,"743410,569501"
VS,Răducani,"747402,570138"
VS,Mălușteni,"725319,524216"
VS,Ghireasca,"723557,526051"
VS,Lupești,"722442,523879"
VS,Mânăstirea,"728192,524119"
VS,Mânzătești,"722923,521348"
VS,Țuțcani,"727839,522410"
VS,Miclești,"716640,595278"
VS,Chircești,"717255,597967"
VS,Popești,"716547,592513"
VS,Muntenii de Jos,"712342,570579"
VS,Băcăoani,"713073,568645"
VS,Mânjești,"715737,570309"
VS,Secuia,"714736,566507"
VS,Murgeni,"733164,527237"
VS,Cârja,"740185,521230"
VS,Lățești,"730474,524759"
VS,Sărățeni,"728451,525801"
VS,Schineni,"727821,526847"
VS,Raiu,"732674,531077"
VS,Floreni,"729758,530537"
VS,Oltenești,"722421,568978"
VS,Curteni,"724767,570840"
VS,Pâhna,"720033,565721"
VS,Târzii,"719405,567155"
VS,Vinețești,"722059,574040"
VS,Zgura,"725302,567354"
VS,Oșești,"689770,587329"
VS,Buda,"684906,587548"
VS,Pădureni,"686329,590181"
VS,Vâlcele,"686903,586036"
VS,Pădureni,"736017,573708"
VS,Căpotești,"737367,570668"
VS,Davidești,"737073,571689"
VS,Ivănești,"738969,567254"
VS,Leoști,"735482,572694"
VS,Rusca,"734507,576071"
VS,Todireni,"739963,561511"
